cus_Gender,cus_MartialTypeId,cus_Dependants,cus_CurrenResTypeId,cus_CurrenStyYear,cus_CustomerType,cus_Age,IndustryType,CustomerProfile,CustomerSegment,MarketType,MarketNoofYearsinBusiness,app_CustProductCatTypeId,app_CustTenure,app_CustInstalCount,app_CustChasAsset,app_CustChasInitial,app_CustChasFinance,app_CustFinanInterest,app_CustEMI,app_CustGrossLoan,app_CustViaIncomEstIncPm,app_CustViaExpTotExpense,app_CustViaGrossSurplus,app_CustUVAge,app_CustBrandTypeId,app_CustBankClosBal,Label
M,2750,0,2755,10,596,,1783,2693,2695,2729,,529,12,11,120000,70000,50000,13.86,5239.63,57635.93,49920,23186,26734,0,816,5239.63,Pay
M,2750,3,2755,35,596,34,1783,2693,2695,2729,,912,36,35,700000,200000,500000,8.6,18083.37,632918.06,95256,45492,49764,0,746,18083.37,Pay
M,2750,0,2755,29,596,,1783,2693,2695,2729,,912,24,23,300000,100000,200000,8.5,10205.45,234725.4,270000,55230,214770,0,742,10205.45,Pay
M,2750,0,2755,29,596,,1783,2693,2695,2729,,912,36,35,450000,80000,370000,8.6,13321.14,466239.95,231000,52230,178770,0,742,13321.14,Pay
M,2750,3,2755,32,596,33,1783,2692,2701,2729,,926,24,23,320000,210000,110000,8.95,5712.25,131381.86,45000,24000,21000,0,821,5712.25,Pay
M,2750,4,2755,28,596,28,603,2693,2695,2729,,926,24,23,200000,80000,120000,8.65,6180.18,142144.14,150000,60500,89500,0,746,6180.18,Pay
M,2750,4,2755,20,596,22,603,2693,2695,2729,10,529,30,29,160000,40000,120000,14.3,5695.08,165157.52,300000,144718,155282,0,1440,5695.08,Pay
M,2750,2,2755,10,596,30,603,2693,2695,2729,10,531,36,35,300000,96000,204000,10,7736.9,270791.75,240000,65000,175000,0,564,7736.9,Pay
M,2750,2,2755,29,596,29,603,2693,2695,2729,2,912,18,17,250000,97000,153000,8.85,10402.27,176838.72,46875,19566,27309,0,746,10402.27,Pay
F,2750,5,2755,45,596,49,658,2693,2695,2729,5,926,36,35,412000,72000,340000,8.91,12497,437395.16,67500,13830,53670,0,821,12497,Pay
M,2750,1,2755,12,596,28,1783,2692,2701,2729,,529,24,23,160000,50000,110000,14.6,6213.95,142921.03,141750,24165,117585,0,816,6213.95,Pay
M,2750,1,2755,5,596,38,1783,2693,2695,2729,5,529,24,23,110000,0,110000,15,6299.91,144898,26000,6101,19899,0,747,6299.91,Pay
M,2750,4,2755,22,596,25,658,2693,2695,2729,5,926,24,23,508000,78000,430000,8.39,21990.91,505791.13,67500,13771,53729,0,821,21990.91,Pay
M,2750,3,2755,30,596,,1783,2693,2695,2729,,531,31,30,350000,60000,290000,9.65,12305.77,369173.18,57200,35500,21700,0,746,12305.77,Pay
M,2750,2,2755,20,596,30,603,2693,2695,2729,,531,30,29,324000,84000,240000,8.78,10219.03,296351.91,94080,53600,40480,0,564,10219.03,Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,926,24,23,190000,40000,150000,8.97,7769.83,178706.22,75000,15903,59097,0,821,7769.83,Pay
M,2750,4,2755,26,596,26,603,2693,2695,2729,,926,36,35,400000,100000,300000,8.61,10907.23,381753.12,53040,22388,30652,0,821,10907.23,Pay
M,2750,2,2755,20,596,33,603,2693,2695,2730,2,531,48,47,325000,75000,250000,9.72,7594.83,356957.04,54000,25347,28653,0,746,7594.83,Pay
M,2750,4,2755,25,596,32,1783,2693,2695,2729,5,926,48,47,625000,125000,500000,8.82,14409.33,677238.73,68640,29000,39640,0,821,14409.33,Pay
M,2750,3,2755,29,596,,1783,2693,2695,2729,,926,41,40,500000,100000,400000,8.4,13026.94,521077.98,65000,38865,26135,0,821,13026.94,Pay
M,2750,4,2755,25,596,25,603,2693,2695,2729,10,912,41,40,450000,135000,315000,9.57,10470.49,418819.83,300000,149150,150850,0,1420,10470.49,Pay
M,2750,4,2755,45,596,50,604,2693,2695,2729,5,926,24,23,375000,175000,200000,8.45,10196.72,234524.78,100000,27001,72999,0,821,10196.72,Pay
M,2750,0,2755,6,596,25,1783,2692,2701,2730,5,926,36,35,500000,200000,300000,9.74,11098.89,388461.16,117600,31373,86227,0,821,11098.89,Pay
M,2750,1,2755,36,596,37,1783,2693,2695,2729,0,529,18,16,123529,63529,60000,13.6,4749.36,75989.88,35672,10592,25080,0,747,4749.36,Pay
M,2750,0,2755,10,596,,1783,2693,2695,2729,,529,24,23,216000,136000,80000,14.6,4528.74,104161.03,83200,31086,52114,0,747,4528.74,Pay
M,2750,3,2755,31,596,,1783,2693,2695,2729,,912,48,47,500000,100000,400000,8.85,11541.26,542439.47,68640,26370,42270,0,746,11541.26,Pay
M,2750,2,2755,20,596,27,604,2692,2701,2729,,912,36,34,226000,46000,180000,8.34,6702.54,227886.45,46875,21375,25500,0,821,6702.54,Pay
M,2750,2,2755,40,596,31,603,2693,2695,2729,5,530,48,47,750000,275000,475000,10.03,14179.54,666438.74,67600,38700,28900,0,742,14179.54,Pay
M,2750,4,2755,4,596,39,1783,2693,2695,2729,,926,48,47,285000,102000,183000,8.8,5282,248254.24,2500000,1150000,1350000,0,821,5282,Pay
M,2750,3,2755,36,596,37,1783,2693,2695,2729,,926,36,35,502000,324000,178000,8.05,6462.43,226185.38,144000,59833,84167,0,821,6462.43,Pay
M,2750,4,2755,10,596,,1783,2693,2695,2729,,529,24,23,150000,95000,55000,14,3155.14,72568.32,1050000,201600,848400,0,747,3155.14,Pay
M,2750,0,2755,36,596,,1783,2693,2695,2729,,912,13,12,1155000,455000,700000,8.08,63495.63,761947.6,131560,29686,101874,0,746,63495.63,Pay
M,2750,2,2755,35,596,,1783,2693,2695,2729,,530,24,23,660000,260000,400000,8.95,20536.12,472330.98,273000,112703,160297,0,565,20536.12,Pay
M,2750,4,2755,18,596,,1783,2693,2695,2729,,926,25,24,190000,37500,152500,9.52,7709.57,185029.85,56250,39750,16500,0,821,7709.57,Pay
M,2750,2,2755,20,596,30,603,2693,2695,2729,2,531,24,23,165000,45000,120000,9.49,6281.88,144483.36,87500,19708,67792,0,565,6281.88,Pay
M,2750,3,2755,30,596,31,1783,2693,2695,2729,,912,36,35,730000,330000,400000,8.89,14648.8,512708.22,200000,98843,101157,0,746,14648.8,Pay
M,2750,4,2755,25,596,27,603,2693,2695,2729,10,912,31,30,350000,80000,270000,9.08,11239.08,337172.5,300000,149150,150850,0,746,11239.08,Pay
M,2750,2,2755,29,596,,1783,2693,2695,2729,,531,24,23,550000,85000,465000,7.85,23422.71,538722.34,87000,18550,68450,0,746,23422.71,Pay
M,2750,2,2755,20,596,36,1783,2693,2695,2730,10,912,36,35,400000,80000,320000,8.6,11714.67,410013.67,29400,11653,17747,0,746,11714.67,Pay
M,2750,3,2755,10,596,33,603,2693,2695,2729,2,531,31,30,317000,80000,237000,9.65,9979.25,299377.75,75000,20375,54625,0,564,9979.25,Pay
M,2750,3,2755,27,596,28,1783,2693,2695,2729,4,531,24,22,300000,95000,205000,9.8,11313.86,248904.96,49920,34392,15528,0,746,11313.86,Pay
M,2750,3,2755,33,596,34,1783,2692,2701,2729,,531,24,23,220000,70000,150000,10.61,8000.25,184005.89,43680,18180,25500,0,565,8000.25,Pay
M,2750,4,2755,30,596,31,658,2693,2695,2729,5,912,24,23,614900,104900,510000,8.74,26203.24,602674.74,67500,14080,53420,0,746,26203.24,Pay
M,2750,1,2755,31,596,31,1782,2693,2695,2729,4,926,36,35,320000,120000,200000,8.6,7210.85,252379.96,60000,27333,32667,0,1341,7210.85,Pay
M,2750,2,2755,40,596,41,1783,2693,2695,2729,,912,36,35,450000,125000,325000,9.76,12119.61,424186.45,36000,9833,26167,0,746,12119.61,Pay
M,2750,2,2755,20,596,64,604,2692,2701,2729,3,912,36,35,500000,200000,300000,9.76,11588.97,405614.29,112500,15083,97417,0,821,11588.97,Pay
M,2750,4,2755,10,596,21,1783,2693,2695,2729,2,529,30,29,150000,52500,97500,16,4857.25,140860.32,32500,4960,27540,0,746,4857.25,Pay
M,2750,3,2755,38,596,38,603,2693,2695,2729,2,530,24,23,600000,150000,450000,8.95,23099.17,531280.98,100000,49150,50850,0,565,23099.17,Pay
M,2750,2,2755,30,596,34,603,2693,2695,2729,,926,36,35,327600,173600,154000,8.32,5586.31,195521.16,127680,112553,15127,0,565,5586.31,Pay
M,2750,1,2755,10,596,35,1783,2693,2695,2729,10,530,48,47,836828,166828,670000,8.21,18954.28,890851.6,168100,16670,151430,0,742,18954.28,Pay
M,2750,2,2755,10,596,41,603,2693,2695,2729,10,531,30,29,246400,66400,180000,8,7587.93,220050,150000,18225,131775,0,564,7587.93,Pay
M,2750,4,2755,48,596,,1783,2693,2695,2729,,531,24,23,487000,97000,390000,7.85,19649.88,451947.33,600000,390000,210000,0,746,19649.88,Pay
M,2750,0,2755,30,596,,1783,2693,2695,2729,,530,19,18,700000,200000,500000,8.15,31401.15,565220.83,297000,55140,241860,0,565,31401.15,Pay
M,2750,3,2755,45,596,48,604,2693,2695,2729,6,529,18,17,120000,65000,55000,15.7,4149.75,70545.81,21000,7043,13957,0,1437,4149.75,Pay
F,2750,4,2755,36,596,36,604,2693,2695,2729,3,912,30,29,300000,60000,240000,10.2,10506.47,304687.64,500000,325000,175000,0,746,10506.47,Pay
M,2750,45,2755,15,596,41,876,2693,2695,2729,6,531,24,23,160000,36000,124000,9.5,6576.79,151266.27,75000,37005,37995,0,565,6576.79,Pay
M,2750,2,2755,22,596,24,603,2693,2695,2729,8,531,48,47,537066,42066,495000,8.55,14321.31,673101.57,150000,36707,113293,0,564,14321.31,Not Pay
M,2750,1,2755,19,596,,1783,2693,2695,2729,,529,37,36,217000,22000,195000,11.45,7449.83,268194.11,65000,13037,51963,0,747,7449.83,Not Pay
M,2750,3,2755,5,596,45,1783,2693,2695,2729,4,531,48,47,590301,19301,571000,7.5,16379.33,769828.8,87750,25160,62590,0,564,16379.33,Not Pay
M,2750,0,2756,15,596,,1783,2693,2695,2729,,529,12,11,42000,0,42000,12,4339.49,47734.4,26000,4970,21030,0,747,4339.49,Not Pay
M,2750,2,2755,30,596,,1783,2693,2695,2729,,531,12,11,44000,0,44000,12,4543.12,49974.4,20800,7630,13170,0,747,4543.12,Not Pay
M,2750,0,2756,10,596,,1783,2693,2695,2729,,529,12,11,27000,0,27000,12,2812.21,30934.4,41600,4333,37267,0,747,2812.21,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,529,12,11,27000,0,27000,12,2812.21,30934.4,26000,5287,20713,0,747,2812.21,Not Pay
M,2750,1,2756,20,596,,1783,2693,2695,2729,,529,12,11,26000,0,26000,12,2710.4,29814.4,20800,5297,15503,0,747,2710.4,Not Pay
F,2750,0,2755,14,596,,1783,2693,2695,2729,,531,12,11,290000,242100,47900,8.25,4774.8,52522.9,31250,10440,20810,0,565,4774.8,Not Pay
M,2750,3,2755,30,596,,1783,2693,2695,2729,,530,12,11,425000,322628,102372,9.25,10228.97,112518.76,41328,4386,36942,0,565,10228.97,Not Pay
M,2750,3,2755,15,596,,1783,2693,2695,2729,,912,12,11,203000,133448,69552,8.5,6921.51,76136.62,48750,13725,35025,0,746,6921.51,Not Pay
M,2750,2,2755,15,596,,1783,2693,2695,2729,,531,12,11,160000,117652,42348,8.25,4228.44,46512.86,31250,10440,20810,0,565,4228.44,Not Pay
M,2750,0,2755,10,596,,1783,2693,2695,2729,,926,12,11,250000,180068,69932,12.5,7215.54,79371,45000,21205,23795,0,821,7215.54,Not Pay
M,2750,0,2755,15,596,,1783,2693,2695,2729,,531,12,11,450000,406500,43500,9,4371.89,48090.79,111100,1150,109950,0,565,4371.89,Not Pay
F,2750,2,2755,20,596,,1783,2693,2695,2729,,531,12,11,173000,125692,47308,9,4749.22,52241.51,78000,23250,54750,0,565,4749.22,Not Pay
M,2750,0,2755,15,596,,1783,2693,2695,2729,,531,12,11,450000,419984,30016,9,3035.74,33393.24,1000000,115,999885,0,746,3035.74,Not Pay
M,2750,0,2755,20,596,,1783,2693,2695,2729,,531,12,11,400000,352668,47332,9,4751.6,52267.68,120000,16525,103475,0,565,4751.6,Not Pay
M,2750,0,2755,50,596,,1783,2693,2695,2729,,531,12,11,250000,200000,50000,8.25,4981.46,54796.15,31250,10440,20810,0,746,4981.46,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,912,12,11,140000,35396,104604,9,10426.74,114694.16,65000,17715,47285,0,746,10426.74,Not Pay
M,2750,1,2755,15,596,,1783,2693,2695,2729,,531,12,11,450000,388528,61472,8.25,6110.41,67214.59,62400,2138,60262,0,746,6110.41,Not Pay
M,2750,0,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,133320,26680,12.2,2784.6,30630.6,120000,16525,103475,0,746,2784.6,Not Pay
M,2750,4,2755,1,596,,1783,2693,2695,2729,,529,12,11,198197,171573,26624,11.87,2770.71,30477.86,58520,18338,40182,0,747,2770.71,Not Pay
M,2750,2,2756,8,596,30,875,2693,2695,2729,5,531,49,47,378406,18406,360000,6.58,9801.64,460677.33,100800,24768,76032,0,565,9801.64,Not Pay
M,2750,4,2755,16,596,31,603,2693,2695,2729,10,529,43,41,225000,25000,200000,11.95,7062.59,289566.38,46000,11000,35000,0,747,7062.59,Not Pay
M,2750,1,2755,10,596,23,875,2693,2695,2729,5,531,48,47,381935,18935,363000,7.89,10299.1,484057.91,52650,11805,40845,0,565,10299.1,Not Pay
M,2750,6,2755,32,596,33,603,2693,2695,2729,2,529,43,42,223500,28500,195000,11.72,6698,281316.01,60000,17400,42600,0,747,6698,Not Pay
M,2750,2,2755,8,596,,1783,2693,2695,2729,,531,12,11,425000,395912,29088,9.25,2950.54,32455.98,10080,3338,6742,0,747,2950.54,Not Pay
M,2750,3,2755,19,596,,1783,2693,2695,2729,,529,12,11,110000,84736,25264,11.9,2633.1,28964.19,31250,7582,23668,0,816,2633.1,Not Pay
M,2750,4,2755,20,596,,1783,2693,2695,2729,,531,12,11,411200,367552,43648,9.23,4395.81,48353.93,94640,1486,93154,0,565,4395.81,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,133612,26388,12.2,2754.81,30302.97,120000,106575,13425,0,1437,2754.81,Not Pay
M,2750,4,2755,21,596,,1783,2693,2695,2729,,529,12,11,160000,135636,24364,12.2,2548.36,28032.04,120000,16525,103475,0,747,2548.36,Not Pay
M,2750,0,2755,10,596,,1783,2693,2695,2729,,529,12,11,160000,138368,21632,12,2265.65,24922.23,10000,1150,8850,0,747,2265.65,Not Pay
M,2750,2,2755,10,596,,1783,2693,2695,2729,,529,12,11,200000,173408,26592,12.5,2783.04,30613.5,162500,11101,151399,0,747,2783.04,Not Pay
M,2750,3,2755,20,596,,1783,2693,2695,2729,,529,12,11,104861,87161,17700,11.87,1863.14,20494.58,37240,24138,13102,0,816,1863.14,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,133512,26488,12.2,2765.01,30415.17,120000,106575,13425,0,1437,2765.01,Not Pay
F,2750,0,2755,10,596,,1783,2693,2695,2729,,529,12,11,200000,173536,26464,12.5,2769.95,30469.5,220000,109852,110148,0,1437,2769.95,Not Pay
M,2750,3,2755,15,596,,1783,2693,2695,2729,,529,12,11,169187,142431,26756,11.87,2784.13,30625.53,37800,21301,16499,0,747,2784.13,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,529,12,11,160000,135540,24460,12.2,2558.15,28139.75,120000,107475,12525,0,1437,2558.15,Not Pay
M,2750,4,2755,3,596,,1783,2693,2695,2729,,529,12,11,160000,134340,25660,12.2,2680.56,29486.16,120000,16525,103475,0,747,2680.56,Not Pay
M,2750,5,2755,45,596,,1783,2693,2695,2729,,529,12,11,125000,94468,30532,11.87,3168.15,34849.74,18750,5510,13240,0,1437,3168.15,Not Pay
M,2750,0,2755,10,596,,1783,2693,2695,2729,,531,12,11,550000,487940,62060,8.5,6182.52,68007.8,145000,5205,139795,0,564,6182.52,Not Pay
M,2750,1,2755,21,596,,1783,2693,2695,2729,,531,12,11,382000,329392,52608,8.5,5250.21,57752.38,46800,16101,30699,0,746,5250.21,Not Pay
M,2750,4,2755,34,596,,1783,2693,2695,2729,,529,12,11,160000,132560,27440,12.2,2862.11,31483.31,120000,16525,103475,0,747,2862.11,Not Pay
M,2750,3,2755,37,596,,1783,2693,2695,2729,,529,12,11,160000,132464,27536,12.2,2871.91,31591.03,120000,106575,13425,0,747,2871.91,Not Pay
M,2750,2,2755,5,596,,1783,2693,2695,2729,,529,12,11,140000,110496,29504,11.89,3064.15,33705.74,22500,6170,16330,0,747,3064.15,Not Pay
M,2750,0,2755,12,596,,1783,2693,2695,2729,,529,12,11,200000,173536,26464,12.5,2769.95,30469.5,162500,7775,154725,0,1437,2769.95,Not Pay
F,2750,5,2755,20,596,,1783,2693,2695,2729,,531,12,11,265000,226292,38708,8.2,3868.44,42552.89,20000,5360,14640,0,723,3868.44,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,529,12,11,160000,135480,24520,12.2,2564.28,28207.08,120000,106575,13425,0,1437,2564.28,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,529,12,11,200000,173060,26940,11.95,2804.85,30853.42,70000,2050,67950,0,747,2804.85,Not Pay
M,2750,0,2755,12,596,,1783,2693,2695,2729,,529,12,11,200000,173148,26852,12.5,2809.63,30906,1625000,106411,1518589,0,1437,2809.63,Not Pay
M,2750,5,2755,8,596,,1783,2693,2695,2729,,529,12,11,160000,132480,27520,12.2,2870.28,31573.08,120000,16525,103475,0,747,2870.28,Not Pay
F,2750,5,2755,15,596,,1783,2693,2695,2729,,531,12,11,275000,233824,41176,8.2,4111.2,45223.27,22500,6920,15580,0,723,4111.2,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,135532,24468,12.2,2558.97,28148.73,120000,106575,13425,0,1437,2558.97,Not Pay
M,2750,0,2755,3,596,,1783,2693,2695,2729,,531,12,11,500000,427976,72024,8.5,7165.34,78818.74,62500,5405,57095,0,564,7165.34,Not Pay
M,2750,0,2755,10,596,,1783,2693,2695,2729,,529,12,11,250000,222196,27804,12.5,2907,31977,162500,30252,132248,0,1437,2907,Not Pay
M,2750,1,2755,5,596,,1783,2693,2695,2729,,529,12,11,159641,137593,22048,11.87,2305.33,25358.69,39900,21301,18599,0,747,2305.33,Not Pay
M,2750,0,2755,12,596,,1783,2693,2695,2729,,529,12,11,250000,216092,33908,12.5,3531.27,38844,120000,20805,99195,0,747,3531.27,Not Pay
F,2750,5,2755,20,596,,1783,2693,2695,2729,,531,12,11,275000,236888,38112,8.2,3809.81,41908.02,20000,5350,14650,0,723,3809.81,Not Pay
M,2750,0,2755,20,596,,1783,2693,2695,2729,,529,12,11,250000,220396,29604,12.5,3091.09,34002,120000,20805,99195,0,908,3091.09,Not Pay
F,2750,5,2755,15,596,,1783,2693,2695,2729,,531,12,11,265000,227000,38000,8.2,3798.8,41786.83,22500,8300,14200,0,723,3798.8,Not Pay
M,2750,0,2755,5,596,,1783,2693,2695,2729,,529,12,11,250000,223160,26840,12.5,2808.4,30892.5,65000,6505,58495,0,746,2808.4,Not Pay
M,2750,5,2755,15,596,,1783,2693,2695,2729,,531,12,11,280000,242660,37340,8.2,3733.88,41072.72,20000,5735,14265,0,723,3733.88,Not Pay
M,2750,3,2755,10,596,,1783,2693,2695,2729,,529,12,11,160000,138692,21308,11.9,2230.67,24537.43,10080,3771,6309,0,747,2230.67,Not Pay
M,2750,4,2755,5,596,,1783,2693,2695,2729,,529,12,11,174459,147371,27088,11.87,2817.9,30996.93,42560,22845,19715,0,816,2817.9,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,531,12,11,300000,265044,34956,8.25,3501,38511.02,31250,10440,20810,0,746,3501,Not Pay
M,2750,0,2755,12,596,,1783,2693,2695,2729,,529,12,11,160000,131428,28572,12,2972.27,32695.04,49280,13690,35590,0,908,2972.27,Not Pay
M,2750,0,2755,46,596,,1783,2693,2695,2729,,529,12,11,250000,219296,30704,12.5,3203.59,35239.5,120000,20805,99195,0,908,3203.59,Not Pay
M,2750,0,2756,5,596,,1783,2693,2695,2729,,529,12,11,250000,221960,28040,13.5,2957.19,32529.1,62400,1948,60452,0,747,2957.19,Not Pay
M,2750,4,2755,6,596,,1783,2693,2695,2729,,529,12,11,188882,163458,25424,11.87,2648.67,29135.42,39900,14493,25407,0,816,2648.67,Not Pay
M,2750,2,2755,12,596,,1783,2693,2695,2729,,529,12,11,160000,134056,25944,12,2704.69,29751.68,300000,45,299955,0,747,2704.69,Not Pay
M,2750,2,2755,15,596,,1783,2693,2695,2729,,529,12,11,173000,143412,29588,12,3075.72,33832.96,48750,17715,31035,0,816,3075.72,Not Pay
M,2750,2,2755,5,596,,1783,2693,2695,2729,,529,12,11,160000,134072,25928,12.2,2707.89,29786.85,120000,17425,102575,0,1437,2707.89,Not Pay
M,2750,5,2755,8,596,,1783,2693,2695,2729,,529,12,11,160000,132072,27928,12.2,2911.89,32030.85,120000,17425,102575,0,747,2911.89,Not Pay
M,2750,0,2756,15,596,,1783,2693,2695,2729,,529,12,11,160000,135148,24852,12,2593.51,28528.64,10000,1150,8850,0,908,2593.51,Not Pay
M,2750,0,2755,12,596,,1783,2693,2695,2729,,529,12,11,250000,223136,26864,12.5,2810.86,30919.5,162500,73275,89225,0,908,2810.86,Not Pay
M,2750,0,2755,6,596,,1783,2693,2695,2729,,529,12,11,160000,133216,26784,12,2790.22,30692.48,63000,15930,47070,0,908,2790.22,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,135932,24068,12.2,2518.17,27699.93,120000,108600,11400,0,1437,2518.17,Not Pay
M,2750,4,2755,54,596,,1783,2693,2695,2729,,529,12,11,160000,111840,48160,12.2,4975.56,54731.16,120000,17425,102575,0,747,4975.56,Not Pay
M,2750,3,2755,20,596,,1783,2693,2695,2729,,529,12,11,160000,132484,27516,12,2864.75,31512.31,61600,14716,46884,0,908,2864.75,Not Pay
M,2750,2,2755,22,596,,1783,2693,2695,2729,,529,12,11,160000,133404,26596,12.2,2776.03,30536.35,120000,17425,102575,0,1437,2776.03,Not Pay
M,2750,2,2755,15,596,,1783,2693,2695,2729,,529,12,11,205000,176106,28894,12,3005.06,33055.68,48750,17715,31035,0,816,3005.06,Not Pay
M,2750,2,2755,5,596,,1783,2693,2695,2729,,529,12,11,160000,135736,24264,12.2,2538.16,27919.84,120000,16525,103475,0,1654,2538.16,Not Pay
M,2750,0,2755,15,596,,1783,2693,2695,2729,,529,12,11,250000,223172,26828,12.5,2807.18,30879,120000,20805,99195,0,747,2807.18,Not Pay
M,2750,0,2755,5,596,,1783,2693,2695,2729,,529,12,11,160000,137120,22880,12,2392.72,26320,46200,14716,31484,0,1654,2392.72,Not Pay
M,2750,0,2755,6,596,,1783,2693,2695,2729,,531,12,11,610000,550532,59468,8.5,5926.86,65195.47,100000,26453,73547,0,564,5926.86,Not Pay
M,2750,4,2755,10,596,,1783,2693,2695,2729,,531,12,11,305000,269940,35060,8.2,3509.61,38605.75,18750,6090,12660,0,723,3509.61,Not Pay
M,2750,4,2755,31,596,,1783,2693,2695,2729,,529,12,11,187000,155608,31392,12,3259.4,35853.44,48750,15180,33570,0,816,3259.4,Not Pay
M,2750,,2755,,596,,1783,2693,2695,2729,,529,,,,,,,,,,,,,747,,Not Pay
M,2750,5,2755,23,596,,1783,2693,2695,2729,,529,12,11,205000,175744,29256,11.89,3038.93,33428.25,22500,7170,15330,0,908,3038.93,Not Pay
M,2750,0,2755,40,596,,1783,2693,2695,2729,,529,12,11,190000,160352,29648,12,3081.83,33900.16,50700,18222,32478,0,908,3081.83,Not Pay
M,2750,5,2755,5,596,,1783,2693,2695,2729,,529,12,11,160000,133004,26996,12.2,2816.83,30985.15,120000,17425,102575,0,747,2816.83,Not Pay
M,2750,0,2755,6,596,,1783,2693,2695,2729,,531,12,11,610000,549516,60484,8.5,6027.07,66297.84,100000,24755,75245,0,564,6027.07,Not Pay
M,2750,2,2755,20,596,,1783,2693,2695,2729,,531,12,11,450000,416548,33452,8.5,3360.73,36968.12,45000,21205,23795,0,565,3360.73,Not Pay
M,2750,5,2755,23,596,,1783,2693,2695,2729,,529,12,11,205000,176688,28312,11.89,2942.91,32372.01,18750,5520,13230,0,1437,2942.91,Not Pay
M,2750,4,2755,30,596,,1783,2693,2695,2729,,529,12,11,200000,175080,24920,11.9,2598.11,28579.26,31250,7582,23668,0,747,2598.11,Not Pay
M,2750,4,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,133060,26940,12.2,2811.11,30922.31,120000,106575,13425,0,747,2811.11,Not Pay
M,2750,2,2755,10,596,,1783,2693,2695,2729,,529,12,11,250000,222924,27076,13.5,2857.72,31434.96,62400,1948,60452,0,747,2857.72,Not Pay
M,2750,0,2755,6,596,,1783,2693,2695,2729,,531,12,11,610000,550532,59468,8.5,5926.86,65195.47,125000,70386,54614,0,564,5926.86,Not Pay
M,2750,5,2755,5,596,,1783,2693,2695,2729,,529,12,11,160000,130368,29632,12.2,3085.7,33942.74,120000,17425,102575,0,747,3085.7,Not Pay
M,2750,2,2755,5,596,,1783,2693,2695,2729,,529,12,11,200000,174849,25151,11.9,2621.61,28837.73,31250,7582,23668,0,908,2621.61,Not Pay
M,2751,2,2755,5,596,,1783,2693,2695,2729,,529,12,11,210000,180452,29548,11.89,3068.63,33754.97,18750,5500,13250,0,1437,3068.63,Not Pay
F,2750,2,2755,15,596,43,1783,2693,2695,2730,12,912,49,48,500000,100000,400000,9.75,11746.2,563818,27000,9600,17400,6,746,11746.2,Not Pay
M,2750,1,2755,27,596,27,1783,2693,2695,2729,3,926,24,23,220000,65000,155000,8.39,7949.57,182840.11,60000,26666,33334,8,1341,7949.57,Not Pay
M,2750,3,2755,12,596,41,1783,2693,2695,2729,10,912,56,55,600000,180000,420000,10.33,11334.3,623386.88,40000,15000,25000,5,1491,11334.3,Not Pay
M,2750,2,2755,43,596,,1783,2693,2695,2729,,530,12,11,650000,545680,104320,8.71,10370.93,114080.27,154000,68487,85513,3,742,10370.93,Not Pay
M,2750,2,2755,44,596,,1783,2693,2695,2729,,926,12,11,400000,348300,51700,8.71,5170.64,56877.07,74480,40700,33780,3,565,5170.64,Not Pay
M,2750,2,2755,32,596,,1783,2693,2695,2729,,530,12,11,500000,380000,120000,10.81,12150.82,133659.02,42000,14640,27360,3,724,12150.82,Not Pay
M,2750,2,2755,15,596,21,603,2693,2695,2729,15,531,48,47,529979,57979,472000,8.7,13626.68,640454.37,101500,45016,56484,0,746,13626.68,Not Pay
M,2750,3,2755,25,596,26,1783,2693,2695,2729,5,531,48,47,646300,36300,610000,7.35,16946.6,796490.64,90000,40000,50000,0,564,16946.6,Not Pay
M,2750,5,2755,18,596,23,603,2693,2695,2729,14,531,60,58,574365,57365,517000,6.97,12150.47,704727.44,55000,12047,42953,0,746,12150.47,Not Pay
M,2750,2,2755,20,596,27,1783,2693,2695,2729,4,529,36,35,218152,78152,140000,13,5623.06,196807.32,45000,18600,26400,0,746,5623.06,Not Pay
M,2750,5,2755,15,596,,1783,2693,2695,2729,,529,12,11,160000,141572,18428,11.9,1937.7,21314.71,10080,3338,6742,0,747,1937.7,Not Pay
M,2750,3,2755,10,596,,1783,2693,2695,2729,,529,12,11,200000,173552,26448,11.95,2754.78,30302.62,270000,8154,261846,0,908,2754.78,Not Pay
M,2750,5,2755,35,596,36,604,2693,2695,2729,4,529,36,34,227000,32000,195000,12,7931.07,269656.72,45000,8110,36890,0,746,7931.07,Not Pay
M,2750,2,2755,25,596,,1783,2693,2695,2729,,529,12,11,160000,136540,23460,12.2,2456.15,27017.75,120000,106575,13425,0,1654,2456.15,Not Pay
