cus_Gender,cus_MartialTypeId,cus_Dependants,cus_CurrenResTypeId,cus_CurrenStyYear,cus_CustomerType,cus_Age,IndustryType,CustomerProfile,CustomerSegment,MarketType,MarketNoofYearsinBusiness,app_CustProductCatTypeId,app_CustTenure,app_CustInstalCount,app_CustChasAsset,app_CustChasInitial,app_CustChasFinance,app_CustFinanInterest,app_CustEMI,app_CustGrossLoan,app_CustViaIncomEstIncPm,app_CustViaExpTotExpense,app_CustViaGrossSurplus,app_CustUVAge,app_CustBrandTypeId,app_CustBankClosBal,Label
M,2750,5,2755,10,596,32,1783,2693,2695,2729,10,531,36,35,250000,100000,150000,11.5,5883.97,205939.02,28380,7680,20700,5,565,5883.97,Pay
F,2750,3,2756,5,596,27,1783,2693,2695,2729,4,529,24,23,125000,62500,62500,14.6,3561.31,81910.2,50000000,10327181,39672819,3,565,3561.31,Pay
M,2750,5,2755,10,596,36,1783,2693,2695,2729,10,529,24,22,170000,93120,76880,15.3,4748.76,104472.84,28380,6410,21970,2,565,4748.76,Pay
F,2750,2,2755,7,596,43,1783,2693,2695,2729,5,529,24,23,125000,55000,70000,14.05,3971.43,91342.98,31250,8192,23058,0,565,3971.43,Pay
M,2750,1,2755,5,596,42,604,2693,2695,2729,5,531,24,23,360000,107495,252505,9.5,13225.53,304187.22,38304,3178,35126,0,746,13225.53,Pay
M,2750,1,2755,20,596,38,1783,2692,2701,2729,,912,36,35,450000,150000,300000,9.76,11235.13,393229.68,67500,3153,64347,0,1437,11235.13,Pay
M,2750,2,2755,10,596,28,1783,2693,2695,2729,10,531,24,22,160000,80000,80000,11,4609.07,101399.71,30000,6500,23500,0,746,4609.07,Pay
M,2750,0,2755,18,596,,1783,2693,2695,2729,,926,48,47,250000,102495,147505,9.5,4422.44,207854.93,63000,15805,47195,0,746,4422.44,Pay
M,2750,1,2755,12,596,50,604,2693,2695,2729,8,912,36,33,528500,228500,300000,9.45,11692.29,385845.76,50400,28702,21698,0,742,11692.29,Pay
M,2750,4,2755,20,596,33,1783,2693,2695,2729,,531,24,23,230000,130000,100000,9.49,5334.15,122685.65,87464,1662,85802,0,565,5334.15,Pay
M,2750,2,2755,20,596,38,1783,2693,2696,2729,15,912,24,23,350000,200000,150000,9.5,7852.24,180601.54,37500,12597,24903,0,1415,7852.24,Pay
M,2750,5,2755,15,596,52,1783,2693,2695,2729,15,926,48,47,508299,108299,400000,10.62,12339.13,579939.47,37500,22650,14850,0,742,12339.13,Pay
M,2751,0,2755,40,596,,1783,2693,2695,2729,,529,24,23,105000,40000,65000,15.2,3861.79,88821.33,72000,17205,54795,0,746,3861.79,Pay
M,2750,2,2755,20,596,38,1783,2693,2696,2729,15,912,24,23,350000,200000,150000,9.5,7852.24,180601.54,50000,17066,32934,0,742,7852.24,Pay
M,2751,3,2755,10,596,,1783,2693,2695,2729,,529,24,23,160000,60000,100000,14.12,5778.91,132915.01,22500,7720,14780,0,821,5778.91,Pay
M,2750,2,2755,10,596,53,876,2693,2695,2729,,529,18,17,120000,48500,71500,13.75,5438.01,92446.26,24000,13840,10160,0,746,5438.01,Pay
M,2751,2,2755,20,596,,1783,2693,2695,2729,,531,36,35,350000,197204,152796,11.53,6009.02,210315.71,35360,23706,11654,0,742,6009.02,Pay
M,2750,4,2755,29,596,30,1783,2693,2695,2729,4,529,24,22,141177,61177,80000,14.5,4873.53,107217.73,39000,12200,26800,0,747,4873.53,Pay
M,2750,3,2755,9,596,34,1783,2693,2695,2729,1,529,36,34,170000,77000,93000,15.32,4126.13,140288.75,625000,222533,402467,0,747,4126.13,Pay
M,2750,2,2755,20,596,27,1783,2693,2695,2729,9,912,36,35,450000,300000,150000,10,5719.69,200189.47,25000,12394,12606,0,565,5719.69,Pay
M,2751,2,2755,40,596,,1783,2693,2695,2729,,531,30,29,125000,50000,75000,11.35,3347.48,97077.17,31200,21280,9920,0,816,3347.48,Pay
M,2750,2,2755,16,596,31,1783,2693,2695,2729,6,912,48,46,1500000,600000,900000,8.85,26656.68,1226207.42,61600,28062,33538,0,746,26656.68,Pay
M,2750,2,2755,20,596,22,1783,2693,2695,2729,20,529,,,,,,,,,,,,,742,,Pay
M,2750,4,2755,4,596,,1783,2693,2695,2729,,529,12,11,165000,65000,100000,13,10336.41,113700.6,35100,20552,14548,0,565,10336.41,Pay
M,2750,2,2755,20,596,48,1783,2693,2695,2729,20,531,24,23,260000,110000,150000,10.61,8097.81,186249.68,50000,15172,34828,0,1420,8097.81,Pay
M,2751,3,2756,10,596,21,1782,2693,2695,2729,8,531,48,47,750000,350000,400000,9.41,11805.25,554846.82,37500,23005,14495,0,747,11805.25,Pay
M,2751,0,2755,30,596,,1783,2693,2695,2729,,926,24,23,260000,90000,170000,7,8456.81,194506.8,50000,34833,15167,8,747,8456.81,Pay
M,2750,1,2755,57,596,57,1783,2693,2695,2729,,926,36,35,450000,230000,220000,6.58,7547.72,264170.38,45000,20000,25000,1,746,7547.72,Pay
M,2750,1,2755,25,596,40,1783,2693,2695,2729,,912,60,59,520000,130000,390000,8.4,9401.36,554680.4,75000,33333,41667,0,746,9401.36,Pay
M,2751,0,2755,30,596,,1783,2693,2695,2729,,926,36,35,199426,79426,120000,7.48,4219.63,147687.12,75000,33333,41667,7,821,4219.63,Pay
M,2750,3,2755,4,596,30,1783,2693,2695,2729,,912,48,47,500000,100000,400000,8.81,11684.62,549177.17,60000,26666,33334,0,821,11684.62,Pay
M,2750,2,2755,33,596,33,1783,2693,2695,2729,15,926,60,59,340000,190000,150000,9.02,3779.11,222967.91,60000,26666,33334,2,821,3779.11,Pay
M,2750,1,2755,21,596,56,1782,2693,2695,2729,23,926,60,59,207454,57454,150000,8.7,4149.33,244811,75000,33333,41667,4,821,4149.33,Pay
M,2750,2,2755,43,596,43,1783,2693,2695,2729,20,912,48,47,654641,254641,400000,8.81,11922.7,560366.94,60000,26666,33334,2,821,11922.7,Pay
M,2750,1,2755,6,596,28,1782,2693,2695,2729,1,926,48,47,390000,170000,220000,8.51,6372.34,299500.31,60000,26666,33334,6,1415,6372.34,Pay
M,2750,4,2755,49,596,49,1783,2693,2695,2729,,926,60,59,320454,80454,240000,8.39,5789.15,341560.08,60000,26666,33334,3,821,5789.15,Pay
M,2750,2,2755,33,596,33,1783,2693,2695,2729,15,926,60,59,340000,190000,150000,8.7,3737.44,220509.27,60000,26666,33334,2,821,3737.44,Pay
F,2750,1,2755,28,596,28,1783,2693,2695,2729,6,912,48,47,538000,108000,430000,8.81,12390.86,582370.48,60000,26666,33334,5,821,12390.86,Pay
M,2751,2,2755,5,596,31,1783,2693,2695,2729,,926,48,47,250000,70000,180000,8.21,5177.19,243328.34,60000,26666,33334,4,821,5177.19,Pay
M,2751,4,2755,20,596,21,1783,2693,2695,2729,8,531,48,47,491400,50400,441000,8.1,12548.78,589793.01,56000,18500,37500,0,1415,12548.78,Pay
M,2750,4,2755,25,596,27,1783,2693,2695,2729,10,531,48,47,592107,30107,562000,8.1,15978.53,750991.33,56000,18500,37500,0,1491,15978.53,Pay
M,2750,3,2755,20,596,35,603,2693,2695,2729,2,531,48,47,556600,11600,545000,6.1,14673.85,689671.11,64800,22400,42400,0,1523,14673.85,Pay
M,2750,4,2755,40,596,43,603,2693,2695,2729,5,531,48,47,594107,64107,530000,8,15229.2,715772.64,112500,33600,78900,0,746,15229.2,Pay
F,2750,2,2755,10,596,52,1783,2693,2695,2729,1,531,48,47,588600,14600,574000,7.04,15843.62,744650.22,256360,143637,112723,0,564,15843.62,Pay
M,2750,2,2755,31,596,31,1782,2693,2695,2729,3,531,48,47,579351,58351,521000,6.9,14351.21,674506.94,65000,13800,51200,0,564,14351.21,Pay
M,2750,3,2755,22,596,37,1783,2693,2695,2729,8,531,48,47,557569,61569,496000,9,14370.28,675403.19,60000,14681,45319,0,564,14370.28,Pay
M,2750,2,2755,30,596,34,1783,2693,2695,2729,3,531,48,47,589107,18107,571000,8.1,16274.04,764880.09,56000,18500,37500,0,564,16274.04,Pay
M,2750,4,2755,25,596,28,1783,2693,2695,2729,7,529,36,35,216000,22000,194000,13,7783.56,272424.7,32200,12565,19635,0,746,7783.56,Pay
M,2750,2,2755,33,596,36,1783,2693,2695,2730,30,531,48,47,382660,19160,363500,7,10103.33,474856.96,131250,52250,79000,0,746,10103.33,Pay
M,2750,3,2755,15,596,22,1783,2693,2695,2729,5,531,48,47,436960,26960,410000,6.7,11208.22,526786.79,93750,46794,46956,0,564,11208.22,Pay
M,2750,3,2755,22,596,24,603,2693,2695,2729,5,531,48,47,546688,56688,490000,8,13944.39,655386.6,112500,31150,81350,0,746,13944.39,Pay
M,2751,3,2755,10,596,21,1783,2693,2695,2729,10,531,48,47,644766,14766,630000,7.6,17696.29,831725.75,52000,14579,37421,0,565,17696.29,Pay
M,2750,2,2755,20,596,22,1783,2693,2695,2729,5,529,,,,,,,,,,,,,565,,Pay
M,2750,3,2755,10,596,39,1783,2693,2695,2729,10,531,48,47,588600,12100,576500,6.5,15589.45,732704.51,100000,29000,71000,0,564,15589.45,Pay
F,2750,3,2755,15,596,26,1783,2693,2695,2729,15,531,48,47,629766,29766,600000,7,16528.53,776840.96,117000,42500,74500,0,564,16528.53,Pay
M,2750,3,2755,40,596,51,1783,2693,2695,2729,20,531,48,47,600000,30000,570000,7.3,15685.97,737241.03,117000,48500,68500,0,564,15685.97,Pay
M,2750,3,2755,15,596,31,603,2693,2695,2729,6,531,48,47,526600,61600,465000,6,12284.44,577368.8,67500,38125,29375,0,564,12284.44,Pay
M,2750,4,2755,20,596,40,1783,2693,2695,2729,5,529,,,,,,,,,,,,,564,,Pay
M,2750,3,2755,10,596,31,1783,2693,2695,2729,10,531,48,47,581570,12070,569500,8,16134.84,758337.86,100000,28000,72000,0,564,16134.84,Pay
M,2750,4,2755,15,596,22,1783,2693,2695,2729,15,531,48,47,700527,15527,685000,7,18797.34,883475.3,100000,2950,97050,0,746,18797.34,Pay
M,2750,2,2755,29,596,30,1783,2693,2695,2729,5,529,36,34,230000,30000,200000,12.2,8160.42,277454.43,35672,10092,25580,0,746,8160.42,Pay
M,2750,2,2755,20,596,28,604,2693,2695,2729,,531,48,47,561251,11251,550000,8.1,15633.39,734769.42,117000,32305,84695,0,747,15633.39,Pay
M,2750,6,2755,7,596,36,604,2693,2695,2730,4,529,48,47,260168,29392,230776,12.55,7474.54,351303.56,120000,23555,96445,0,746,7474.54,Pay
M,2750,2,2755,3,596,39,876,2693,2695,2729,5,531,60,59,685500,80565,604935,8.5,14733.04,869249.81,35280,4177,31103,0,746,14733.04,Pay
M,2750,3,2755,16,596,40,604,2693,2695,2729,6,529,42,40,228600,63600,165000,12.2,5997.48,239899.41,150000,116000,34000,0,564,5997.48,Pay
M,2750,2,2755,10,596,22,604,2693,2695,2729,5,529,48,47,153800,0,153800,12.52,4974.7,233811.13,31250,8192,23058,0,2035,4974.7,Pay
M,2750,3,2755,16,596,41,603,2693,2695,2729,4,529,36,35,215170,25170,190000,13,7669.4,268429.18,36000,16000,20000,0,747,7669.4,Pay
M,2751,2,2755,10,596,,1783,2693,2695,2729,,529,48,47,170923,18418,152505,13.15,5052.66,237475.38,38304,3178,35126,0,746,5052.66,Pay
M,2750,3,2755,10,596,42,604,2693,2695,2729,6,529,36,35,254220,42335,211885,12.75,8492.48,297236.82,40320,3290,37030,0,747,8492.48,Pay
M,2750,3,2755,10,596,26,1783,2693,2695,2729,10,531,48,47,436960,22960,414000,8.2,11785.7,553928.08,100000,29000,71000,0,1437,11785.7,Pay
M,2750,2,2755,5,596,38,603,2693,2695,2729,,529,36,35,240000,35000,205000,12.13,8204.38,287153.48,18750,5138,13612,0,565,8204.38,Pay
M,2750,3,2755,11,596,46,604,2693,2695,2729,,529,37,36,243950,38950,205000,13.38,8245.34,296832.4,16875,2037,14838,0,747,8245.34,Pay
M,2750,3,2755,5,596,24,876,2693,2695,2729,5,531,60,59,674100,79150,594950,8.5,14491.43,854994.48,35280,3530,31750,0,747,14491.43,Pay
M,2750,1,2755,23,596,24,603,2693,2695,2729,5,529,42,41,240890,36390,204500,12.15,7217.13,295902.58,50400,13220,37180,0,564,7217.13,Pay
M,2750,2,2755,6,596,28,603,2693,2695,2730,7,529,48,47,212000,22000,190000,11.5,5978.1,280971.16,48300,13970,34330,0,1437,5978.1,Pay
M,2750,3,2755,10,596,55,604,2693,2695,2729,1,529,48,47,233575,23575,210000,11.88,6610.77,310706.62,78000,48066,29934,0,747,6610.77,Pay
M,2750,2,2755,5,596,38,1783,2693,2695,2729,5,529,48,47,237800,22800,215000,12.55,7003.73,329175.31,39000,10760,28240,0,747,7003.73,Pay
M,2750,2,2755,10,596,24,1783,2693,2695,2729,10,529,44,42,249000,26500,222500,11.8,7695.96,323230.4,45000,11678,33322,0,747,7695.96,Pay
M,2750,1,2755,5,596,37,604,2693,2695,2729,5,529,36,35,170923,18418,152505,12.8,6153.63,215377.4,38304,3178,35126,0,1437,6153.63,Pay
M,2750,1,2755,38,596,39,603,2693,2695,2729,5,529,36,35,252290,37290,215000,12.15,8503.35,297617.26,50400,13175,37225,0,747,8503.35,Pay
M,2750,1,2755,10,596,28,604,2693,2695,2729,7,529,42,41,211000,17000,194000,12.35,6863.79,281415.64,560000,111875,448125,0,1437,6863.79,Pay
M,2750,1,2755,7,596,52,603,2693,2695,2729,7,529,48,47,215523,35523,180000,11.5,5751.13,270303.52,46200,13690,32510,0,747,5751.13,Pay
M,2750,1,2755,5,596,32,604,2693,2695,2729,5,529,48,47,245583,23078,222505,12.5,7200.62,338429.27,38304,1554,36750,0,1437,7200.62,Pay
M,2750,2,2755,20,596,31,603,2693,2695,2729,8,529,36,35,248847,53847,195000,12.15,7685.33,268986.61,560000,111875,448125,0,747,7685.33,Pay
M,2750,3,2755,10,596,47,1783,2693,2695,2729,10,531,48,47,629766,22766,607000,7.5,17057.94,801723.4,64800,15650,49150,0,1654,17057.94,Pay
F,2750,2,2755,12,596,36,1783,2693,2695,2729,1,531,48,47,625600,23600,602000,7.1,16584.34,779464.23,317550,140193,177357,0,564,16584.34,Pay
M,2750,3,2755,39,596,40,603,2693,2695,2729,8,531,48,47,729380,110380,619000,6.75,17110.98,804216.07,71400,36090,35310,0,564,17110.98,Pay
M,2750,5,2755,2,596,39,604,2693,2695,2729,4,529,48,47,238500,26615,211885,13,6953.17,326799.27,35280,3005,32275,0,565,6953.17,Pay
M,2750,3,2755,10,596,33,1783,2693,2695,2729,10,531,48,47,393660,11660,382000,7.6,10730.54,504335.79,52000,14579,37421,0,747,10730.54,Pay
M,2750,4,2755,12,596,41,604,2693,2695,2729,5,529,42,41,169940,20435,149505,12.9,5403.1,221527.22,22500,6883,15617,0,565,5403.1,Pay
M,2751,2,2755,10,596,26,1783,2693,2695,2729,12,529,,,,,,,,,,,,,747,,Pay
M,2750,1,2755,5,596,25,1783,2693,2695,2729,,529,35,34,227900,37900,190000,13.3,7935.27,269799.23,22500,6770,15730,0,747,7935.27,Pay
M,2750,2,2755,19,596,38,604,2693,2695,2729,10,529,42,41,224640,29640,195000,12.35,6945.67,284772.83,32400,9570,22830,0,747,6945.67,Pay
M,2750,2,2755,5,596,48,603,2693,2695,2729,,529,24,23,236160,56160,180000,12.87,10072.97,231678.46,22500,5780,16720,0,747,10072.97,Pay
M,2750,2,2755,15,596,38,603,2693,2695,2729,5,529,24,23,232840,62840,170000,11.8,9262.04,213027.07,312000,208280,103720,0,747,9262.04,Pay
M,2750,4,2755,12,596,29,876,2693,2695,2729,,531,60,59,690000,45000,645000,7.78,15305.83,903044.51,125000,65005,59995,0,564,15305.83,Pay
M,2750,2,2755,10,596,33,876,2693,2695,2729,,529,48,47,254200,16085,238115,12.55,7709.07,362326.73,72000,17205,54795,0,747,7709.07,Pay
M,2750,5,2755,7,596,38,603,2693,2695,2730,7,529,48,47,249000,25000,224000,11.5,7055.04,331587.19,50400,14250,36150,0,747,7055.04,Pay
M,2750,5,2755,12,596,31,604,2693,2695,2729,,529,42,41,237950,27950,210000,13.61,7754.38,317929.77,18750,3777,14973,0,747,7754.38,Pay
M,2750,5,2755,4,596,40,604,2693,2695,2729,1,529,48,47,233334,36449,196885,13.45,6544.66,307599.26,35280,3005,32275,0,1654,6544.66,Pay
M,2750,5,2755,8,596,26,605,2693,2695,2729,8,529,50,48,249000,38000,211000,12,6723.29,322718.01,49500,10560,38940,0,908,6723.29,Pay
M,2750,3,2755,16,596,48,604,2693,2695,2729,9,529,36,34,225000,25000,200000,11.8,8169.37,277758.74,150000,116000,34000,0,816,8169.37,Pay
M,2750,3,2755,10,596,33,604,2693,2695,2729,6,529,48,47,240910,29025,211885,13.2,6989.77,328519.26,40320,3290,37030,0,1437,6989.77,Pay
M,2750,3,2755,20,596,39,604,2693,2695,2729,2,529,48,47,170923,18417,152506,13,5032.83,236543.19,29400,3386,26014,0,747,5032.83,Pay
M,2750,2,2755,10,596,39,604,2693,2695,2729,5,529,48,47,249910,43025,206885,12.55,6711.04,315419.27,60000,15805,44195,0,1437,6711.04,Pay
M,2750,4,2755,10,596,40,604,2693,2695,2729,2,529,48,47,183892,25292,158600,11.9,5000.18,235008.72,1050000,103600,946400,0,747,5000.18,Pay
M,2750,2,2755,12,596,41,1783,2693,2695,2729,,531,48,47,491400,39400,452000,6.46,12185.44,572716.11,70200,22600,47600,0,746,12185.44,Pay
M,2751,2,2755,28,596,22,1783,2693,2695,2729,5,531,60,59,650708,40708,610000,8.4,14884.89,878208.94,62400,12360,50040,0,564,14884.89,Pay
M,2750,3,2755,10,596,35,604,2693,2695,2729,6,529,48,47,240910,29025,211885,13.2,6989.77,328519.26,40320,3290,37030,0,1437,6989.77,Pay
M,2750,2,2756,5,596,29,1783,2693,2695,2729,6,531,60,59,665708,47708,618000,8.4,15048.07,887836.54,62400,12360,50040,0,564,15048.07,Pay
M,2750,2,2755,10,596,36,1783,2693,2695,2729,5,529,48,47,237800,27800,210000,12.52,6820.43,320560.37,31250,8192,23058,0,747,6820.43,Pay
M,2750,3,2755,25,596,26,604,2693,2695,2729,,529,49,47,258850,38850,220000,12.9,7247.66,340640.08,45000,11678,33322,0,1437,7247.66,Pay
M,2750,3,2755,22,596,23,604,2693,2695,2729,,529,49,47,258850,38850,220000,12.9,7247.66,340640.08,45000,11678,33322,0,1437,7247.66,Pay
M,2751,2,2756,2,596,26,1783,2693,2695,2729,3,529,48,47,239000,29000,210000,12.55,6792.84,319263.61,65000,20800,44200,0,747,6792.84,Pay
M,2750,3,2755,10,596,43,603,2693,2695,2729,4,529,42,41,238075,28075,210000,11.72,7244.3,297016.32,78000,48066,29934,0,747,7244.3,Pay
M,2750,3,2755,3,596,37,604,2693,2695,2729,4,529,47,46,238575,20575,218000,12.52,7083.12,325823.96,78000,48066,29934,0,747,7083.12,Pay
M,2750,1,2755,10,596,33,604,2693,2695,2729,1,529,48,47,244500,36500,208000,12.52,6765.54,317980.49,78000,48066,29934,0,1437,6765.54,Pay
M,2751,2,2755,25,596,26,603,2693,2695,2729,4,531,48,47,436960,9460,427500,6.5,11620.98,546186.06,48000,23424,24576,0,565,11620.98,Pay
M,2750,3,2755,20,596,37,1783,2693,2695,2729,5,531,48,47,568066,53066,515000,6.8,14254.72,669972.14,45000,24500,20500,0,564,14254.72,Pay
M,2750,2,2755,10,596,34,603,2693,2695,2729,10,531,48,47,695000,75000,620000,7.63,17479.32,821528.12,369600,123194,246406,0,564,17479.32,Pay
M,2750,3,2755,39,596,40,603,2693,2695,2729,6,529,24,23,203398,23398,180000,11,9695.12,222987.94,40500,22040,18460,0,816,9695.12,Pay
M,2750,1,2755,6,596,51,603,2693,2695,2729,6,529,49,48,215523,35523,180000,12.5,5825.78,279637.63,46200,13695,32505,0,1437,5825.78,Pay
M,2750,2,2755,8,596,27,1783,2693,2695,2729,,529,44,42,243959,43959,200000,12.05,6887.15,289260.6,625000,521533,103467,0,746,6887.15,Pay
M,2750,2,2755,5,596,36,604,2693,2695,2729,1,529,48,47,170923,18418,152505,13,5032.8,236541.66,38304,3168,35136,0,747,5032.8,Pay
M,2750,2,2755,20,596,24,604,2693,2695,2729,10,529,48,47,254000,32000,222000,13.8,7433.56,349377.73,90000,23005,66995,0,747,7433.56,Pay
M,2750,5,2755,20,596,21,1783,2693,2695,2729,,529,44,42,224975,11975,213000,13.5,7692.64,323091.19,52000,16633,35367,0,747,7692.64,Pay
M,2750,4,2755,8,596,26,604,2693,2695,2729,,529,42,41,228500,33500,195000,13.61,7198.62,295143.8,18750,4767,13983,0,747,7198.62,Pay
M,2750,4,2755,10,596,43,1783,2693,2695,2729,5,531,48,47,608895,91895,517000,7.63,14689.49,690406.42,90000,40000,50000,0,565,14689.49,Pay
M,2750,5,2755,10,596,31,1783,2693,2695,2729,,529,36,34,241900,28500,213400,12.05,8670.13,294784.51,45220,29082,16138,0,1437,8670.13,Pay
M,2750,3,2756,12,596,34,1783,2693,2695,2729,10,531,48,47,486608,49608,437000,7.5,12304.61,578316.69,84000,14340,69660,0,1523,12304.61,Pay
M,2750,3,2755,15,596,31,1783,2693,2695,2729,5,531,48,47,706128,66128,640000,6.2,17218.81,809284.32,93750,46794,46956,0,746,17218.81,Pay
M,2751,0,2756,5,596,28,603,2693,2695,2729,,529,30,29,177100,7100,170000,13.1,7883.51,228622.05,30000,12155,17845,0,747,7883.51,Pay
M,2750,3,2755,15,596,31,1783,2693,2695,2729,5,531,48,47,316700,126700,190000,6.2,5133.15,241258.36,93750,46794,46956,0,746,5133.15,Pay
M,2750,1,2756,5,596,36,1783,2693,2695,2729,4,531,48,47,505828,50583,455245,8.22,12958.89,609068.13,67200,19100,48100,0,565,12958.89,Pay
M,2750,2,2756,8,1837,24,1783,2693,2695,2729,2,531,48,47,634000,34000,600000,7.2,16459.54,773598.56,73500,11886,61614,0,564,16459.54,Pay
M,2751,4,2755,10,596,24,1783,2693,2695,2729,3,529,48,47,237034,52034,185000,11.9,5899,277253.31,1050000,201600,848400,0,747,5899,Pay
M,2750,4,2755,12,596,47,1783,2693,2695,2729,12,531,36,35,494548,54548,440000,7.4,15956.52,558478.44,60480,21453,39027,0,565,15956.52,Pay
M,2750,2,2755,20,596,45,604,2693,2695,2729,10,529,36,35,224000,29000,195000,13.35,7927.41,277459.38,105000,14027,90973,0,816,7927.41,Pay
M,2750,2,2755,24,596,28,1783,2693,2695,2729,,912,24,23,264000,84000,180000,8.8,9292.49,213727.41,52500,19333,33167,0,746,9292.49,Pay
M,2750,2,2755,24,596,25,1783,2692,2701,2729,,912,36,35,500394,100394,400000,8.9,14599.82,510993.77,42000,3675,38325,0,746,14599.82,Pay
M,2750,3,2755,25,596,46,1783,2693,2695,2729,,531,23,22,349600,69600,280000,8.67,15114.65,332522.43,75000,52388,22612,0,746,15114.65,Pay
M,2750,2,2755,20,596,21,603,2693,2695,2729,2,926,36,35,190000,40000,150000,9.67,5599.32,195976.51,50000,16070,33930,0,821,5599.32,Pay
M,2750,4,2755,15,596,34,1783,2693,2695,2729,10,912,18,17,300000,150000,150000,8.82,10032.17,170547.02,78000,55450,22550,0,746,10032.17,Pay
M,2750,2,2755,39,596,42,1783,2693,2695,2729,1,529,24,23,145000,35000,110000,14.05,6249.21,143732.04,33600,11915,21685,0,747,6249.21,Pay
F,2750,2,2755,30,596,36,1783,2693,2695,2730,30,529,12,11,120000,70000,50000,13.5,5480.45,60284.97,50400,33491,16909,0,1407,5480.45,Pay
M,2750,5,2755,33,596,,1783,2693,2695,2729,,531,36,34,425000,125000,300000,8.64,11275.24,383358.4,84000,47320,36680,0,564,11275.24,Pay
M,2750,5,2755,53,596,53,1783,2693,2695,2729,,912,36,35,410000,82000,328000,7.46,11490.43,402165.15,30000,14766,15234,0,746,11490.43,Pay
M,2750,5,2755,29,596,29,603,2693,2695,2729,,531,31,30,570000,120000,450000,8,18299.82,548994.72,93750,70100,23650,0,746,18299.82,Pay
M,2750,2,2755,27,596,28,1783,2692,2701,2729,,912,30,29,300000,60000,240000,8.9,10214.78,296228.86,45000,14666,30334,0,746,10214.78,Pay
M,2750,2,2755,26,596,26,1783,2693,2695,2729,,529,24,23,200000,100000,100000,15.2,5730.28,131796.58,54880,15960,38920,0,1654,5730.28,Pay
M,2750,3,2755,52,596,52,604,2693,2695,2729,,912,30,29,451000,101000,350000,10.2,15368.96,445699.94,500000,326000,174000,0,742,15368.96,Pay
M,2750,2,2755,10,596,60,1783,2692,2701,2729,5,529,18,16,101500,31500,70000,15,5755.8,92092.95,30000,11750,18250,0,747,5755.8,Pay
M,2750,4,2755,29,596,,1783,2693,2695,2729,,530,42,41,700000,145000,555000,8.8,17942.66,735649.28,75000,26000,49000,0,565,17942.66,Pay
M,2750,4,2755,15,596,,1783,2693,2695,2729,,531,36,35,500000,100000,400000,8.89,14662.57,513190.07,100000,32050,67950,0,746,14662.57,Pay
M,2750,2,2755,12,596,30,604,2693,2695,2729,9,531,36,35,414637,114637,300000,9.3,11231.55,393104.58,648000,63000,585000,0,564,11231.55,Pay
M,2750,4,2755,39,596,39,603,2693,2695,2729,,926,42,41,325000,121000,204000,7.55,6490.27,266101.36,70200,46270,23930,0,821,6490.27,Pay
M,2750,2,2755,30,596,48,1783,2693,2695,2730,30,529,36,35,250000,130000,120000,14.6,5158.35,180542.33,84000,32173,51827,0,1407,5158.35,Pay
M,2750,2,2756,5,596,32,1783,2693,2695,2729,5,531,18,17,225000,153000,72000,9.5,4914.69,83549.88,33800,24433,9367,0,746,4914.69,Pay
M,2750,4,2755,34,596,35,604,2693,2695,2729,,912,24,23,414000,84000,330000,8.95,17053.05,392220.28,500000,325100,174900,0,746,17053.05,Pay
M,2750,0,2755,31,596,31,1783,2693,2695,2729,,912,36,35,560000,130000,430000,8.6,15597.65,545917.9,42000,19633,22367,0,746,15597.65,Pay
M,2750,2,2755,30,596,,1783,2693,2695,2729,,926,24,23,304000,64000,240000,8.4,12320.36,283368.48,57200,21945,35255,0,1341,12320.36,Pay
M,2750,0,2755,20,596,,1783,2693,2695,2729,,531,12,11,699000,474000,225000,8.2,22192.8,244120.83,112500,32250,80250,0,746,22192.8,Pay
M,2750,2,2755,14,596,38,603,2693,2695,2729,14,926,36,35,240000,50000,190000,9.18,7055.4,246939.12,130000,15122,114878,0,821,7055.4,Pay
M,2750,2,2755,20,596,25,603,2693,2695,2729,,531,42,41,515000,115000,400000,8.41,12762.48,523261.69,179400,144860,34540,0,746,12762.48,Pay
M,2750,3,2755,20,596,42,603,2693,2695,2729,,531,36,35,290000,90000,200000,8.32,7283.02,254905.9,160380,138580,21800,0,564,7283.02,Pay
M,2750,2,2755,21,596,21,1783,2693,2695,2729,3,926,48,47,311223,71223,240000,9.11,6985.14,328301.92,234000,37140,196860,0,821,6985.14,Pay
M,2750,2,2755,21,596,21,604,2693,2695,2729,,531,36,35,500000,30000,470000,8.8,17086.19,598016.75,74360,40240,34120,0,746,17086.19,Pay
M,2750,3,2755,32,596,33,1783,2693,2695,2729,,912,34,33,450000,190000,260000,8.28,9860.82,325407.22,31200,10055,21145,0,746,9860.82,Pay
M,2750,,2755,,597,,604,2693,2695,2729,,530,36,35,600000,200000,400000,8.6,14399.42,503979.95,500000,390000,110000,0,565,14399.42,Pay
M,2750,5,2755,46,596,46,603,2693,2695,2729,,912,37,36,700000,100000,600000,8.39,20999.87,755995.38,93750,36766,56984,0,742,20999.87,Pay
M,2750,3,2755,31,596,31,604,2693,2695,2729,,912,20,19,650000,300000,350000,8.9,21298.8,404677.26,500000,325000,175000,0,746,21298.8,Pay
M,2750,2,2755,25,596,28,1783,2693,2695,2729,,926,30,29,514900,274900,240000,8.45,10144.38,294187.18,73500,26675,46825,0,821,10144.38,Pay
